population,income,popwhite,popblack,homeval,rentval,district,statefull,abbr,label,pvi,Winner12,Margin12,Romney12,Obama12,Winner08,Margin08,McCain08,Obama08,gopvi,sqrmiles,density,whitevote
834236,49332,711932,12513.0,220794,644,1,South Dakota,SD,SD-1,R+10,Romney,-18,58,40,McCain,-8,53,45,10,75811.0,11,0.853394003615284
708481,37834,667586,15354.0,205010,618,1,Tennessee,TN,TN-1,R+25,Romney,-47,73,26,McCain,-41,70,29,25,4141.92,171,0.9422779157098073
716280,45526,639744,47012.0,194690,755,2,Tennessee,TN,TN-2,R+20,Romney,-36,67,31,McCain,-30,64,35,20,2320.68,308,0.893147930976713
715497,41081,611173,78056.0,193984,688,3,Tennessee,TN,TN-3,R+16,Romney,-28,63,35,McCain,-24,61,37,16,4570.32,156,0.8541936583940953
721027,45301,623427,58524.0,187173,710,4,Tennessee,TN,TN-4,R+18,Romney,-32,65,33,McCain,-27,63,36,18,5984.84,120,0.8646375239762173
726782,45938,473537,182249.0,160484,833,5,Tennessee,TN,TN-5,D+5,Obama,-13,43,56,Obama,-16,41,58,-5,1248.57,582,0.6515530103937632
719260,44306,662156,30795.0,200695,693,6,Tennessee,TN,TN-6,R+21,Romney,-40,69,30,McCain,-32,65,34,21,6474.21,111,0.920607290826683
722803,49197,611664,71652.0,190012,749,7,Tennessee,TN,TN-7,R+18,Romney,-33,66,33,McCain,-26,62,36,18,9160.44,78,0.8462388783665812
706539,51352,538963,137403.0,190569,684,8,Tennessee,TN,TN-8,R+19,Romney,-34,66,33,McCain,-29,64,35,19,6850.53,103,0.7628213021503413
713085,36691,199998,462105.0,132759,820,9,Tennessee,TN,TN-9,D+25,Obama,-58,21,79,Obama,-55,23,77,-25,483.39,1475,0.2804686678306233
707759,43231,545759,127408.0,171246,743,1,Texas,TX,TX-1,R+24,Romney,-44,72,28,McCain,-38,69,30,24,7858.86,90,0.7711085270551133
730716,70444,523469,77776.0,161186,984,2,Texas,TX,TX-2,R+16,Romney,-27,63,36,McCain,-24,62,37,16,308.75,2366,0.7163781824949775
744450,83221,542336,64908.0,172603,1072,3,Texas,TX,TX-3,R+17,Romney,-30,64,34,McCain,-24,62,37,17,480.88,1548,0.7285056081671032
708532,46908,579147,76957.0,183523,729,4,Texas,TX,TX-4,R+25,Romney,-49,74,25,McCain,-40,70,29,25,10122.99,69,0.8173900402522398
718316,44318,540283,102312.0,157311,789,5,Texas,TX,TX-5,R+17,Romney,-30,65,34,McCain,-25,62,37,17,5043.85,142,0.7521522561101243
727566,58915,505651,141182.0,169037,883,6,Texas,TX,TX-6,R+11,Romney,-17,58,41,McCain,-15,57,42,11,2148.41,338,0.6949898703347875
728070,66523,489252,94563.0,147174,993,7,Texas,TX,TX-7,R+13,Romney,-21,60,39,McCain,-18,59,40,13,161.94,4495,0.6719848366228522
742426,60251,617647,62804.0,179358,914,8,Texas,TX,TX-8,R+29,Romney,-55,77,22,McCain,-47,73,26,29,6053.76,122,0.8319307244088974
719126,41470,275893,275352.0,117968,816,9,Texas,TX,TX-9,D+25,Obama,-57,21,78,Obama,-53,23,76,-25,165.64,4341,0.38365043121789505
726353,62289,557209,74356.0,174848,933,10,Texas,TX,TX-10,R+11,Romney,-20,59,39,McCain,-14,56,43,11,5070.95,143,0.7671325099503961
718152,48543,627718,27731.0,179673,774,11,Texas,TX,TX-11,R+31,Romney,-60,79,20,McCain,-53,76,23,31,27832.17,25,0.8740740121868351
723781,58596,590686,58203.0,166625,885,12,Texas,TX,TX-12,R+19,Romney,-35,67,32,McCain,-28,64,35,19,1441.16,502,0.8161115033414804
700518,46860,604864,37841.0,174973,702,13,Texas,TX,TX-13,R+32,Romney,-62,80,19,McCain,-55,77,22,32,38349.24,18,0.8634524737408603
709301,52412,509156,142471.0,171941,799,14,Texas,TX,TX-14,R+12,Romney,-20,59,40,McCain,-15,57,42,12,2441.39,290,0.7178278333175901
724868,39266,650276,13675.0,142655,671,15,Texas,TX,TX-15,D+5,Obama,-16,42,57,Obama,-16,42,57,-5,7804.07,92,0.8970957470877456
720643,42048,593800,27908.0,138047,746,16,Texas,TX,TX-16,D+12,Obama,-30,35,64,Obama,-30,35,64,-12,710.35,1014,0.823986356628733
717600,45024,540260,93760.0,146648,842,17,Texas,TX,TX-17,R+13,Romney,-23,60,38,McCain,-17,58,41,13,7651.16,93,0.7528706800445931
727976,39432,336416,282010.0,119981,795,18,Texas,TX,TX-18,D+24,Obama,-53,23,76,Obama,-54,23,77,-24,235.2,3095,0.462125125004121
710487,43821,589768,43656.0,158231,733,19,Texas,TX,TX-19,R+26,Romney,-49,74,25,McCain,-43,71,28,26,25835.59,27,0.8300897834865381
730585,45169,570906,36209.0,136485,817,20,Texas,TX,TX-20,D+6,Obama,-19,40,59,Obama,-18,41,58,-6,199.68,3658,0.781436793802227
733852,59997,637852,24659.0,172801,961,21,Texas,TX,TX-21,R+12,Romney,-22,60,38,McCain,-14,56,42,12,5920.89,123,0.8691834320816731
753155,85106,475030,97690.0,182359,1038,22,Texas,TX,TX-22,R+15,Romney,-25,62,37,McCain,-22,61,39,15,1032.84,729,0.6307201040954385
717171,47996,603885,20310.0,160007,738,23,Texas,TX,TX-23,R+3,Romney,-3,51,48,Obama,-1,49,50,3,58059.18,12,0.8420376730235886
730210,62600,494900,78936.0,143843,924,24,Texas,TX,TX-24,R+13,Romney,-22,60,38,McCain,-18,58,41,13,262.76,2778,0.6777502362334124
726962,59597,614119,53474.0,173329,933,25,Texas,TX,TX-25,R+12,Romney,-22,60,38,McCain,-13,56,43,12,7620.7,95,0.8447745549285932
745740,78457,603568,52018.0,177084,1006,26,Texas,TX,TX-26,R+20,Romney,-37,68,31,McCain,-29,64,35,20,907.15,822,0.8093544667042133
707737,48082,597629,39311.0,161303,799,27,Texas,TX,TX-27,R+13,Romney,-22,61,38,McCain,-19,59,40,13,9128.25,77,0.8444224337571725
724133,42748,631909,30791.0,145345,756,28,Texas,TX,TX-28,D+7,Obama,-22,39,60,Obama,-17,41,58,-7,9378.53,77,0.8726421803729425
716620,36813,508670,73322.0,108005,739,29,Texas,TX,TX-29,D+12,Obama,-33,33,66,Obama,-25,37,62,-12,187.07,3830,0.7098183137506628
723640,41496,314181,322676.0,131597,859,30,Texas,TX,TX-30,D+27,Obama,-60,20,80,Obama,-57,21,78,-27,356.27,2031,0.4341675418716489
742564,61563,572277,84146.0,160073,937,31,Texas,TX,TX-31,R+12,Romney,-21,60,38,McCain,-13,56,43,12,2154.49,344,0.7706770056183709
721770,62062,456621,88775.0,156312,950,32,Texas,TX,TX-32,R+10,Romney,-16,57,42,McCain,-11,55,44,10,185.66,3887,0.6326405918782991
709378,34395,462467,112948.0,104473,741,33,Texas,TX,TX-33,D+18,Obama,-45,27,72,Obama,-38,31,69,-18,211.94,3347,0.6519331019569257
712561,34347,642435,10351.0,140587,639,34,Texas,TX,TX-34,D+8,Obama,-22,38,61,Obama,-21,39,60,-8,8190.32,87,0.901585969481911
736986,39450,522687,71516.0,124566,836,35,Texas,TX,TX-35,D+11,Obama,-28,35,63,Obama,-28,36,63,-11,593.77,1241,0.7092224275630745
710267,53344,568760,68053.0,181686,808,36,Texas,TX,TX-36,R+25,Romney,-47,73,26,McCain,-40,70,30,25,7125.83,99,0.800769288169097
709157,59082,633211,7766.0,165183,799,1,Utah,UT,UT-1,R+27,Romney,-57,78,20,McCain,-38,67,30,27,19560.79,36,0.8929066483162402
709305,52766,611070,9459.0,155550,815,2,Utah,UT,UT-2,R+18,Romney,-39,68,29,McCain,-20,59,38,18,39987.95,17,0.8615052762915812
712146,62195,647003,3912.0,144108,883,3,Utah,UT,UT-3,R+28,Romney,-59,79,20,McCain,-38,67,29,28,20070.54,35,0.9085257798260469
726231,60377,621084,10941.0,154348,951,4,Utah,UT,UT-4,R+16,Romney,-37,68,30,McCain,-15,56,41,16,2550.35,284,0.8552154892864667
626303,53853,595516,6232.0,182581,871,1,Vermont,VT,VT-1,D+16,Obama,-36,31,67,Obama,-37,31,68,-16,9216.66,67,0.950843281925841
751432,76044,552064,129800.0,192742,1214,1,Virginia,VA,VA-1,R+6,Romney,-7,53,46,McCain,-5,52,47,6,3684.32,203,0.734682579395075
726166,59963,489499,157310.0,166412,1125,2,Virginia,VA,VA-2,R+2,Obama,-2,49,50,Obama,-2,49,50,2,991.68,732,0.6740869167655881
745074,40424,264509,427491.0,137437,891,3,Virginia,VA,VA-3,D+27,Obama,-59,20,79,Obama,-58,21,78,-27,947.1,786,0.3550103748084083
738953,60792,456305,234253.0,185162,1004,4,Virginia,VA,VA-4,R+4,Romney,-1,50,49,McCain,-2,50,49,4,4310.34,171,0.6175020603475457
728231,47800,546517,147243.0,202886,773,5,Virginia,VA,VA-5,R+5,Romney,-7,53,46,McCain,-3,51,48,5,10029.79,72,0.7504720342858241
735731,47086,619366,78992.0,192707,759,6,Virginia,VA,VA-6,R+12,Romney,-19,59,39,McCain,-15,57,42,12,5930.02,124,0.8418375737871586
745462,70048,571591,108197.0,203231,1065,7,Virginia,VA,VA-7,R+10,Romney,-15,57,42,McCain,-12,56,44,10,2776.39,268,0.7667607470266761
760961,95687,484434,106278.0,155422,1641,8,Virginia,VA,VA-8,D+16,Obama,-37,31,68,Obama,-38,31,68,-16,149.24,5098,0.6366081835994223
723948,38372,661918,39264.0,205292,626,9,Virginia,VA,VA-9,R+15,Romney,-28,63,35,McCain,-18,58,40,15,9113.87,79,0.9143170503958847
765146,110981,562905,53617.0,196324,1447,10,Virginia,VA,VA-10,R+2,Romney,-1,50,49,Obama,-3,48,51,2,1372.24,557,0.7356831245278679
763195,101433,462684,98184.0,170445,1677,11,Virginia,VA,VA-11,D+10,Obama,-26,36,62,Obama,-25,37,62,-10,185.09,4123,0.6062461101029226
696870,79316,570173,8417.0,184858,1232,1,Washington,WA,WA-1,D+4,Obama,-11,43,54,Obama,-14,42,56,-4,6186.47,112,0.8181913412831662
685639,56810,551799,18042.0,158990,1027,2,Washington,WA,WA-2,D+8,Obama,-21,38,59,Obama,-23,38,61,-8,1015.02,675,0.8047952348101552
685541,52324,597775,10694.0,168910,883,3,Washington,WA,WA-3,R+2,Romney,-2,50,48,Obama,-4,47,51,2,9114.01,75,0.8719755638247749
692926,49002,514524,7873.0,150227,750,4,Washington,WA,WA-4,R+13,Romney,-22,60,38,McCain,-20,59,39,13,19250.22,35,0.742538164248419
679793,46356,605053,11768.0,169497,743,5,Washington,WA,WA-5,R+7,Romney,-10,54,44,McCain,-5,51,46,7,15473.13,43,0.8900547666716192
682733,53880,558054,24701.0,177137,927,6,Washington,WA,WA-6,D+5,Obama,-15,41,56,Obama,-16,41,57,-5,6902.73,98,0.8173824906661902
694877,66518,529436,33380.0,156711,1113,7,Washington,WA,WA-7,D+29,Obama,-61,18,79,Obama,-62,18,80,-29,144.13,4821,0.761913259468942
690317,70526,555217,17693.0,180432,1049,8,Washington,WA,WA-8,R+1,Obama,-2,48,50,Obama,-5,47,51,1,7359.7,93,0.8042928104044953
697816,62487,391595,75879.0,142188,1091,9,Washington,WA,WA-9,D+17,Obama,-39,30,68,Obama,-39,30,68,-17,183.43,3804,0.5611722861040733
689559,56368,520470,41509.0,154204,989,10,Washington,WA,WA-10,D+5,Obama,-15,41,56,Obama,-16,41,57,-5,826.67,834,0.7547867550129865
618410,40662,587035,14290.0,173081,601,1,West Virginia,WV,WV-1,R+14,Romney,-27,62,36,McCain,-15,57,42,14,6275.56,98,0.949265050694523
624214,44750,575821,21853.0,181570,677,2,West Virginia,WV,WV-2,R+11,Romney,-22,60,38,McCain,-11,55,44,11,8017.31,77,0.9224737029288033
612768,36754,574860,22774.0,181231,584,3,West Virginia,WV,WV-3,R+14,Romney,-32,65,33,McCain,-13,56,42,14,9745.33,62,0.9381364562118126
713079,57790,631321,38595.0,192673,830,1,Wisconsin,WI,WI-1,R+3,Romney,-4,52,47,Obama,-3,48,51,3,1727.92,412,0.8853451020153448
728000,57143,636632,31838.0,185951,857,2,Wisconsin,WI,WI-2,D+17,Obama,-38,30,68,Obama,-41,29,70,-17,4536.69,160,0.8744945054945055
712595,48288,671583,7447.0,195426,688,3,Wisconsin,WI,WI-3,D+5,Obama,-11,44,55,Obama,-20,39,59,-5,11111.79,64,0.942446971982683
715738,37671,382132,243442.0,127614,770,4,Wisconsin,WI,WI-4,D+23,Obama,-52,24,75,Obama,-50,25,74,-23,128.35,5576,0.533899275992053
714788,62633,663317,12405.0,202039,844,5,Wisconsin,WI,WI-5,R+13,Romney,-24,61,38,McCain,-15,57,42,13,1890.75,378,0.9279912365624493
710274,52617,663196,10431.0,204030,679,6,Wisconsin,WI,WI-6,R+5,Romney,-7,53,46,Obama,0,49,49,5,4918.39,144,0.9337185367900275
712153,47416,668591,5047.0,221133,660,7,Wisconsin,WI,WI-7,R+2,Romney,-3,51,48,Obama,-8,45,53,2,23037.26,30,0.9388305602869046
718725,53118,654296,9617.0,208337,683,8,Wisconsin,WI,WI-8,R+2,Romney,-4,51,48,Obama,-9,45,54,2,6806.67,105,0.9103565341403179
575535,57197,522569,5788.0,154985,769,1,Wyoming,WY,WY-1,R+22,Romney,-41,69,28,McCain,-32,65,33,22,97093.14,5,0.9079708445185783
